Time,Rx_ID,Rx_Delay,Rx_Gap,Inst_Tp,LossRate
1.148,1,0.004,0,466.899,0
1.168,2,0.004,0.02,23200,0
1.168,3,0.004,0,50000,0
1.188,4,0.004,0.02,36600,0
1.188,5,0.004,0,50000,0
1.208,6,0.004,0.02,41066.7,0
1.208,7,0.004,0,50000,0
1.222,8,0.004,0.014,46810.8,0
1.228,9,0.004,0.006,50000,0
1.242,10,0.004,0.014,47489.4,0
1.248,11,0.004,0.006,50000,0
1.268,12,0.004,0.02,23200,0
1.269,13,0.004,0.001,47619,0
1.282,14,0.004,0.013,43058.8,0
1.288,15,0.004,0.006,50000,0
1.308,16,0.004,0.02,41066.7,0
1.308,17,0.004,0,50000,0
1.334,18,0.004,0.026,40279.1,0
1.334,19,0.004,0,46511.6,0
1.348,20,0.004,0.014,44640,0
1.348,21,0.004,0,0,0
1.368,22,0.004,0.02,50000,0
1.368,23,0.004,0,76800,0
1.388,24,0.004,0.02,50000,0
1.388,25,0.004,0,63400,0
1.408,26,0.004,0.02,50000,0
1.408,27,0.004,0,58933.3,0
1.434,28,0.004,0.026,46511.6,0
1.434,29,0.004,0,52744.2,0
1.448,30,0.004,0.014,50000,0
1.448,31,0.004,0,0,0
1.468,32,0.004,0.02,50000,0
1.469,33,0.004,0.001,73142.9,0
1.482,34,0.004,0.013,58823.5,0
1.488,35,0.004,0.006,63400,0
1.508,36,0.004,0.02,50000,0
1.508,37,0.004,0,58933.3,0
1.528,38,0.004,0.02,50000,0
1.528,39,0.004,0,56700,0
1.542,40,0.004,0.014,53191.5,0
1.548,41,0.004,0.006,55360,0
1.562,42,0.004,0.014,33142.9,0
1.568,43,0.004,0.006,50000,0
1.582,44,0.004,0.014,43058.8,0
1.588,45,0.004,0.006,50000,0
1.602,46,0.004,0.014,45629.6,0
1.608,47,0.004,0.006,50000,0
1.622,48,0.004,0.014,46810.8,0
1.628,49,0.004,0.006,50000,0
1.642,50,0.004,0.014,47489.4,0
1.648,51,0.004,0.006,50000,0
1.662,52,0.004,0.014,33142.9,0
1.668,53,0.004,0.006,50000,0
1.682,54,0.004,0.014,43058.8,0
1.688,55,0.004,0.006,50000,0
1.702,56,0.004,0.014,45629.6,0
1.708,57,0.004,0.006,50000,0
1.728,58,0.004,0.02,44200,0
1.728,59,0.004,0,50900,0
1.742,60,0.004,0.014,47489.4,0
1.748,61,0.004,0.006,50000,0
1.762,62,0.004,0.014,33142.9,0
1.768,63,0.004,0.006,50000,0
1.787,64,0.004,0.019,37538.5,0
1.788,65,0.004,0.001,50000,0
1.807,66,0.004,0.019,41762.7,0
1.808,67,0.004,0.001,50000,0
1.821,68,0.004,0.013,47452.1,0
1.828,69,0.004,0.007,50000,0
1.842,70,0.004,0.014,47489.4,0
1.848,71,0.004,0.006,50000,0
1.868,72,0.004,0.02,26800,0
1.868,73,0.004,0,53600,0
1.882,74,0.004,0.014,43058.8,0
1.888,75,0.004,0.006,50000,0
1.908,76,0.004,0.02,41066.7,0
1.915,77,0.004,0.007,44776.1,0
1.928,78,0.004,0.013,44200,0
1.928,79,0.004,0,50900,0
1.942,80,0.004,0.014,47489.4,0
1.948,81,0.004,0.006,50000,0
1.968,82,0.004,0.02,23200,0
1.968,83,0.004,0,50000,0
1.982,84,0.004,0.014,43058.8,0
1.988,85,0.004,0.006,50000,0
2.002,86,0.004,0.014,45629.6,0
2.008,87,0.004,0.006,50000,0
2.022,88,0.004,0.014,46810.8,0
2.028,89,0.004,0.006,50000,0
2.06,90,0.004,0.032,39857.1,0
2.06,91,0.004,0,0,0
2.068,92,0.004,0.008,134000,0
2.068,93,0.004,0,201000,0
2.082,94,0.004,0.014,90909.1,0
2.088,95,0.004,0.006,90571.4,0
2.102,96,0.004,0.014,71428.6,0
2.108,97,0.004,0.006,73666.7,0
2.128,98,0.004,0.02,58823.5,0
2.129,99,0.004,0.001,65739.1,0
2.142,100,0.004,0.013,60975.6,0
2.148,101,0.004,0.006,62909.1,0
2.162,102,0.004,0.014,58823.5,0
2.168,103,0.004,0.006,89333.3,0
2.182,104,0.004,0.014,50000,0
2.188,105,0.004,0.006,59076.9,0
2.202,106,0.004,0.014,50000,0
2.208,107,0.004,0.006,55130.4,0
2.222,108,0.004,0.014,50000,0
2.228,109,0.004,0.006,53575.8,0
2.242,110,0.004,0.014,50000,0
2.248,111,0.004,0.006,52744.2,0
2.262,112,0.004,0.014,50000,0
2.268,113,0.004,0.006,89333.3,0
2.288,114,0.004,0.02,38461.5,0
2.288,115,0.004,0,59076.9,0
2.302,116,0.004,0.014,50000,0
2.308,117,0.004,0.006,55130.4,0
2.322,118,0.004,0.014,50000,0
2.328,119,0.004,0.006,53575.8,0
2.348,120,0.004,0.02,46511.6,0
2.348,121,0.004,0,52744.2,0
2.368,122,0.004,0.02,47169.8,0
2.368,123,0.004,0,0,0
2.382,124,0.004,0.014,71428.6,0
2.388,125,0.004,0.006,76800,0
2.402,126,0.004,0.014,58823.5,0
2.408,127,0.004,0.006,63400,0
2.428,128,0.004,0.02,50000,0
2.428,129,0.004,0,58933.3,0
2.442,130,0.004,0.014,54054.1,0
2.448,131,0.004,0.006,56700,0
2.467,132,0.004,0.019,50505.1,0
2.468,133,0.004,0.001,55360,0
2.487,134,0.004,0.019,24421.1,0
2.488,135,0.004,0.001,50000,0
2.507,136,0.004,0.019,37538.5,0
2.508,137,0.004,0.001,50000,0
2.533,138,0.004,0.025,37907.7,0
2.533,139,0.004,0,46153.8,0
2.548,140,0.004,0.015,44200,0
2.548,141,0.004,0,50900,0
2.568,142,0.004,0.02,46080,0
2.568,143,0.004,0,0,0
2.582,144,0.004,0.014,61142.9,0
2.588,145,0.004,0.006,69600,0
2.602,146,0.004,0.014,54588.2,0
2.608,147,0.004,0.006,59800,0
2.628,148,0.004,0.02,47600,0
2.629,149,0.004,0.001,55606.6,0
2.642,150,0.004,0.013,52108.1,0
2.648,151,0.004,0.006,54900,0
2.668,152,0.004,0.02,49280,0
2.668,153,0.004,0,0,0
2.688,154,0.004,0.02,46400,0
2.688,155,0.004,0,73200,0
2.708,156,0.004,0.02,48200,0
2.708,157,0.004,0,61600,0
2.722,158,0.004,0.014,54222.2,0
2.728,159,0.004,0.006,57733.3,0
2.742,160,0.004,0.014,53081.1,0
2.754,161,0.004,0.012,51907,0
2.774,162,0.004,0.02,46490.6,0
2.774,163,0.004,0,0,0
2.788,164,0.004,0.014,71428.6,0
2.788,165,0.004,0,109714,0
2.802,166,0.004,0.014,71428.6,0
2.808,167,0.004,0.006,74588.2,0
2.828,168,0.004,0.02,55555.6,0
2.828,169,0.004,0,65481.5,0
2.842,170,0.004,0.014,58823.5,0
2.848,171,0.004,0.006,61297.3,0
2.862,172,0.004,0.014,56818.2,0
2.868,173,0.004,0.006,58893.6,0
2.888,174,0.004,0.02,52631.6,0
2.888,175,0.004,0,0,0
2.908,176,0.004,0.02,50000,0
2.908,177,0.004,0,76800,0
2.922,178,0.004,0.014,58823.5,0
2.934,179,0.004,0.012,55130.4,0
2.954,180,0.004,0.02,45454.5,0
2.954,181,0.004,0,53575.8,0
2.968,182,0.004,0.014,50000,0
2.968,183,0.004,0,56700,0
2.988,184,0.004,0.02,50000,0
2.988,185,0.004,0,0,0
3.008,186,0.004,0.02,50000,0
3.008,187,0.004,0,76800,0
3.028,188,0.004,0.02,50000,0
3.029,189,0.004,0.001,61853.7,0
3.042,190,0.004,0.013,55555.6,0
3.048,191,0.004,0.006,58933.3,0
3.062,192,0.004,0.014,54054.1,0
3.068,193,0.004,0.006,56700,0
3.087,194,0.004,0.019,50505.1,0
3.094,195,0.004,0.007,52226.4,0
3.108,196,0.004,0.014,33142.9,0
3.108,197,0.004,0,71428.6,0
3.122,198,0.004,0.014,52285.7,0
3.128,199,0.004,0.006,58823.5,0
3.142,200,0.004,0.014,51333.3,0
3.148,201,0.004,0.006,55555.6,0
3.168,202,0.004,0.02,46810.8,0
3.168,203,0.004,0,54054.1,0
3.188,204,0.004,0.02,47489.4,0
3.188,205,0.004,0,53191.5,0
3.208,206,0.004,0.02,47929.8,0
3.208,207,0.004,0,0,0
3.228,208,0.004,0.02,50000,0
3.228,209,0.004,0,76800,0
3.242,210,0.004,0.014,58823.5,0
3.248,211,0.004,0.006,63400,0
3.262,212,0.004,0.014,55555.6,0
3.268,213,0.004,0.006,58933.3,0
3.288,214,0.004,0.02,50000,0
3.289,215,0.004,0.001,56000,0
3.308,216,0.004,0.019,50000,0
3.315,217,0.004,0.007,76571.4,0
3.328,218,0.004,0.013,53600,0
3.328,219,0.004,0,80400,0
3.348,220,0.004,0.02,50000,0
3.349,221,0.004,0.001,61853.7,0
3.362,222,0.004,0.013,55555.6,0
3.368,223,0.004,0.006,58933.3,0
3.382,224,0.004,0.014,54054.1,0
3.388,225,0.004,0.006,56700,0
3.402,226,0.004,0.014,53191.5,0
3.408,227,0.004,0.006,55360,0
3.422,228,0.004,0.014,33142.9,0
3.428,229,0.004,0.006,50000,0
3.448,230,0.004,0.02,36600,0
3.448,231,0.004,0,50000,0
3.462,232,0.004,0.014,45629.6,0
3.468,233,0.004,0.006,50000,0
3.482,234,0.004,0.014,46810.8,0
3.488,235,0.004,0.006,50000,0
3.514,236,0.004,0.026,42113.2,0
3.514,237,0.004,0,0,0
3.528,238,0.004,0.014,71428.6,0
3.528,239,0.004,0,109714,0
3.542,240,0.004,0.014,71428.6,0
3.548,241,0.004,0.006,74588.2,0
3.562,242,0.004,0.014,62500,0
3.568,243,0.004,0.006,65481.5,0
3.588,244,0.004,0.02,55027,0
3.588,245,0.004,0,62270.3,0
3.608,246,0.004,0.02,53191.5,0
3.608,247,0.004,0,58893.6,0
3.622,248,0.004,0.014,55555.6,0
3.628,249,0.004,0.006,89333.3,0
3.648,250,0.004,0.02,38461.5,0
3.648,251,0.004,0,59076.9,0
3.668,252,0.004,0.02,43478.3,0
3.668,253,0.004,0,55130.4,0
3.688,254,0.004,0.02,45454.5,0
3.688,255,0.004,0,53575.8,0
3.702,256,0.004,0.014,50000,0
3.708,257,0.004,0.006,52744.2,0
3.728,258,0.004,0.02,47169.8,0
3.728,259,0.004,0,0,0
3.742,260,0.004,0.014,71428.6,0
3.748,261,0.004,0.006,76800,0
3.768,262,0.004,0.02,51800,0
3.768,263,0.004,0,65200,0
3.782,264,0.004,0.014,55555.6,0
3.788,265,0.004,0.006,58933.3,0
3.802,266,0.004,0.014,54054.1,0
3.808,267,0.004,0.006,56700,0
3.827,268,0.004,0.019,50505.1,0
3.828,269,0.004,0.001,55360,0
3.847,270,0.004,0.019,24421.1,0
3.848,271,0.004,0.001,50000,0
3.861,272,0.004,0.013,44363.6,0
3.868,273,0.004,0.007,50000,0
3.894,274,0.004,0.026,37333.3,0
3.894,275,0.004,0,45454.5,0
3.914,276,0.004,0.02,40279.1,0
3.914,277,0.004,0,46511.6,0
3.928,278,0.004,0.014,44640,0
3.928,279,0.004,0,0,0
3.948,280,0.004,0.02,50000,0
3.948,281,0.004,0,76800,0
3.968,282,0.004,0.02,50000,0
3.968,283,0.004,0,63400,0
3.988,284,0.004,0.02,50000,0
3.988,285,0.004,0,58933.3,0
4.002,286,0.004,0.014,54054.1,0
4.008,287,0.004,0.006,56700,0
4.022,288,0.004,0.014,53191.5,0
4.034,289,0.004,0.012,52226.4,0
4.048,290,0.004,0.014,33142.9,0
