Time,Rx_ID,Rx_Delay,Rx_Gap,Inst_Tp,LossRate
1.186,1,0.004,0,84.317,0
1.206,2,0.004,0.02,5000,0
1.226,3,0.004,0.02,5000,0
1.246,4,0.004,0.02,5000,0
1.266,5,0.004,0.02,5000,0
1.286,6,0.004,0.02,5000,0
1.306,7,0.004,0.02,5000,0
1.326,8,0.004,0.02,5000,0
1.346,9,0.004,0.02,5000,0
1.366,10,0.004,0.02,5000,0
1.386,11,0.004,0.02,5000,0
1.406,12,0.004,0.02,5000,0
1.426,13,0.004,0.02,5000,0
1.446,14,0.004,0.02,5000,0
1.466,15,0.004,0.02,5000,0
1.486,16,0.004,0.02,5000,0
1.506,17,0.004,0.02,5000,0
1.526,18,0.004,0.02,5000,0
1.546,19,0.004,0.02,5000,0
1.566,20,0.004,0.02,5000,0
1.586,21,0.004,0.02,5000,0
1.606,22,0.004,0.02,5000,0
1.626,23,0.004,0.02,5000,0
1.646,24,0.004,0.02,5000,0
1.666,25,0.004,0.02,5000,0
1.686,26,0.004,0.02,5000,0
1.706,27,0.004,0.02,5000,0
1.726,28,0.004,0.02,5000,0
1.746,29,0.004,0.02,5000,0
1.766,30,0.004,0.02,5000,0
1.786,31,0.004,0.02,5000,0
1.806,32,0.004,0.02,5000,0
1.826,33,0.004,0.02,5000,0
1.846,34,0.004,0.02,5000,0
1.866,35,0.004,0.02,5000,0
1.886,36,0.004,0.02,5000,0
1.906,37,0.004,0.02,5000,0
1.926,38,0.004,0.02,5000,0
1.946,39,0.004,0.02,5000,0
1.966,40,0.004,0.02,5000,0
1.986,41,0.004,0.02,5000,0
2.006,42,0.004,0.02,5000,0
2.026,43,0.004,0.02,5000,0
2.046,44,0.004,0.02,5000,0
2.066,45,0.004,0.02,5000,0
2.086,46,0.004,0.02,5000,0
2.106,47,0.004,0.02,5000,0
2.126,48,0.004,0.02,5000,0
2.146,49,0.004,0.02,5000,0
2.166,50,0.004,0.02,5000,0
2.186,51,0.004,0.02,5000,0
2.206,52,0.004,0.02,5000,0
2.226,53,0.004,0.02,5000,0
2.246,54,0.004,0.02,5000,0
2.266,55,0.004,0.02,5000,0
2.286,56,0.004,0.02,5000,0
2.306,57,0.004,0.02,5000,0
2.326,58,0.004,0.02,5000,0
2.346,59,0.004,0.02,5000,0
2.366,60,0.004,0.02,5000,0
2.386,61,0.004,0.02,5000,0
2.406,62,0.004,0.02,5000,0
2.426,63,0.004,0.02,5000,0
2.446,64,0.004,0.02,5000,0
2.466,65,0.004,0.02,5000,0
2.486,66,0.004,0.02,5000,0
2.506,67,0.004,0.02,5000,0
2.526,68,0.004,0.02,5000,0
2.546,69,0.004,0.02,5000,0
2.566,70,0.004,0.02,5000,0
2.586,71,0.004,0.02,5000,0
2.606,72,0.004,0.02,5000,0
2.626,73,0.004,0.02,5000,0
2.646,74,0.004,0.02,5000,0
2.666,75,0.004,0.02,5000,0
2.686,76,0.004,0.02,5000,0
2.706,77,0.004,0.02,5000,0
2.726,78,0.004,0.02,5000,0
2.746,79,0.004,0.02,5000,0
2.766,80,0.004,0.02,5000,0
2.786,81,0.004,0.02,5000,0
2.806,82,0.004,0.02,5000,0
2.826,83,0.004,0.02,5000,0
2.846,84,0.004,0.02,5000,0
2.866,85,0.004,0.02,5000,0
2.886,86,0.004,0.02,5000,0
2.906,87,0.004,0.02,5000,0
2.926,88,0.004,0.02,5000,0
2.946,89,0.004,0.02,5000,0
2.966,90,0.004,0.02,5000,0
2.986,91,0.004,0.02,5000,0
3.006,92,0.004,0.02,5000,0
3.026,93,0.004,0.02,5000,0
3.046,94,0.004,0.02,5000,0
3.066,95,0.004,0.02,5000,0
3.086,96,0.004,0.02,5000,0
3.106,97,0.004,0.02,5000,0
3.126,98,0.004,0.02,5000,0
3.146,99,0.004,0.02,5000,0
3.166,100,0.004,0.02,5000,0
3.186,101,0.004,0.02,5000,0
3.206,102,0.004,0.02,5000,0
3.226,103,0.004,0.02,5000,0
3.246,104,0.004,0.02,5000,0
