Time,Rx_ID,Rx_Delay,Rx_Gap,Inst_Tp,LossRate
1.121,1,0.004632691973,0,892.061,0
1.141,2,0.004632691973,0.02,50000,0
1.161,3,0.004632691973,0.02,50000,0
1.181,4,0.004632691973,0.02,50000,0
1.201,5,0.004632691973,0.02,50000,0
1.221,6,0.004632691973,0.02,50000,0
1.241,7,0.004632691973,0.02,50000,0
1.261,8,0.004632691973,0.02,50000,0
1.281,9,0.004632691973,0.02,50000,0
1.301,10,0.004632691973,0.02,50000,0
1.321,11,0.004632691973,0.02,50000,0
1.341,12,0.004632691973,0.02,50000,0
1.361,13,0.004632691973,0.02,50000,0
1.381,14,0.004632691973,0.02,50000,0
1.401,15,0.004632691973,0.02,50000,0
1.421,16,0.004632691973,0.02,50000,0
1.441,17,0.004632691973,0.02,50000,0
1.461,18,0.004632691973,0.02,50000,0
1.481,19,0.004632691973,0.02,50000,0
1.501,20,0.004632691973,0.02,50000,0
1.521,21,0.004632691973,0.02,50000,0
1.541,22,0.004632691973,0.02,50000,0
1.561,23,0.004632691973,0.02,50000,0
1.581,24,0.004632691973,0.02,50000,0
1.601,25,0.004632691973,0.02,50000,0
1.621,26,0.004632691973,0.02,50000,0
1.641,27,0.004632691973,0.02,50000,0
1.661,28,0.004632691973,0.02,50000,0
1.681,29,0.004632691973,0.02,50000,0
1.701,30,0.004632691973,0.02,50000,0
1.721,31,0.004632691973,0.02,50000,0
1.741,32,0.004632691973,0.02,50000,0
1.761,33,0.004632691973,0.02,50000,0
1.781,34,0.004632691973,0.02,50000,0
1.801,35,0.004632691973,0.02,50000,0
1.821,36,0.004632691973,0.02,50000,0
1.841,37,0.004632691973,0.02,50000,0
1.861,38,0.004632691973,0.02,50000,0
1.881,39,0.004632691973,0.02,50000,0
1.901,40,0.004632691973,0.02,50000,0
1.921,41,0.004632691973,0.02,50000,0
1.941,42,0.004632691973,0.02,50000,0
1.961,43,0.004632691973,0.02,50000,0
1.981,44,0.004632691973,0.02,50000,0
2.001,45,0.004632691973,0.02,50000,0
2.021,46,0.004632691973,0.02,50000,0
2.041,47,0.004632691973,0.02,50000,0
2.061,48,0.004632691973,0.02,50000,0
2.081,49,0.004632691973,0.02,50000,0
2.101,50,0.004632691973,0.02,50000,0
2.121,51,0.004632691973,0.02,50000,0
2.141,52,0.004632691973,0.02,50000,0
2.161,53,0.004632691973,0.02,50000,0
2.181,54,0.004632691973,0.02,50000,0
2.201,55,0.004632691973,0.02,50000,0
2.221,56,0.004632691973,0.02,50000,0
2.241,57,0.004632691973,0.02,50000,0
2.261,58,0.004632691973,0.02,50000,0
2.281,59,0.004632691973,0.02,50000,0
2.301,60,0.004632691973,0.02,50000,0
2.321,61,0.004632691973,0.02,50000,0
2.341,62,0.004632691973,0.02,50000,0
2.361,63,0.004632691973,0.02,50000,0
2.381,64,0.004632691973,0.02,50000,0
2.401,65,0.004632691973,0.02,50000,0
2.421,66,0.004632691973,0.02,50000,0
2.441,67,0.004632691973,0.02,50000,0
2.461,68,0.004632691973,0.02,50000,0
2.481,69,0.004632691973,0.02,50000,0
2.501,70,0.004632691973,0.02,50000,0
2.521,71,0.004632691973,0.02,50000,0
2.541,72,0.004632691973,0.02,50000,0
2.561,73,0.004632691973,0.02,50000,0
2.581,74,0.004632691973,0.02,50000,0
2.601,75,0.004632691973,0.02,50000,0
2.621,76,0.004632691973,0.02,50000,0
2.641,77,0.004632691973,0.02,50000,0
2.661,78,0.004632691973,0.02,50000,0
2.681,79,0.004632691973,0.02,50000,0
2.701,80,0.004632691973,0.02,50000,0
2.721,81,0.004632691973,0.02,50000,0
2.741,82,0.004632691973,0.02,50000,0
2.761,83,0.004632691973,0.02,50000,0
2.781,84,0.004632691973,0.02,50000,0
2.801,85,0.004632691973,0.02,50000,0
2.821,86,0.004632691973,0.02,50000,0
2.841,87,0.004632691973,0.02,50000,0
2.861,88,0.004632691973,0.02,50000,0
2.881,89,0.004632691973,0.02,50000,0
2.901,90,0.004632691973,0.02,50000,0
2.921,91,0.004632691973,0.02,50000,0
2.941,92,0.004632691973,0.02,50000,0
2.961,93,0.004632691973,0.02,50000,0
2.981,94,0.004632691973,0.02,50000,0
3.001,95,0.004632691973,0.02,50000,0
3.021,96,0.004632691973,0.02,50000,0
3.041,97,0.004632691973,0.02,50000,0
3.061,98,0.004632691973,0.02,50000,0
3.081,99,0.004632691973,0.02,50000,0
3.101,100,0.004632691973,0.02,50000,0
3.121,101,0.004632691973,0.02,50000,0
3.141,102,0.004632691973,0.02,50000,0
3.161,103,0.004632691973,0.02,50000,0
3.181,104,0.004632691973,0.02,50000,0
3.201,105,0.004632691973,0.02,50000,0
3.221,106,0.004632691973,0.02,50000,0
3.241,107,0.004632691973,0.02,50000,0
3.261,108,0.004632691973,0.02,50000,0
3.281,109,0.004632691973,0.02,50000,0
3.301,110,0.004632691973,0.02,50000,0
3.321,111,0.004632691973,0.02,50000,0
3.341,112,0.004632691973,0.02,50000,0
3.361,113,0.004632691973,0.02,50000,0
3.381,114,0.004632691973,0.02,50000,0
3.401,115,0.004632691973,0.02,50000,0
3.421,116,0.004632691973,0.02,50000,0
3.441,117,0.004632691973,0.02,50000,0
3.461,118,0.004632691973,0.02,50000,0
3.481,119,0.004632691973,0.02,50000,0
3.501,120,0.004632691973,0.02,50000,0
3.521,121,0.004632691973,0.02,50000,0
3.541,122,0.004632691973,0.02,50000,0
3.561,123,0.004632691973,0.02,50000,0
3.581,124,0.004632691973,0.02,50000,0
3.601,125,0.004632691973,0.02,50000,0
3.621,126,0.004632691973,0.02,50000,0
3.641,127,0.004632691973,0.02,50000,0
3.661,128,0.004632691973,0.02,50000,0
3.681,129,0.004632691973,0.02,50000,0
3.701,130,0.004632691973,0.02,50000,0
3.721,131,0.004632691973,0.02,50000,0
3.741,132,0.004632691973,0.02,50000,0
3.761,133,0.004632691973,0.02,50000,0
3.781,134,0.004632691973,0.02,50000,0
3.801,135,0.004632691973,0.02,50000,0
3.821,136,0.004632691973,0.02,50000,0
3.841,137,0.004632691973,0.02,50000,0
3.861,138,0.004632691973,0.02,50000,0
3.881,139,0.004632691973,0.02,50000,0
3.901,140,0.004632691973,0.02,50000,0
3.921,141,0.004632691973,0.02,50000,0
3.941,142,0.004632691973,0.02,50000,0
3.961,143,0.004632691973,0.02,50000,0
3.981,144,0.004632691973,0.02,50000,0
4.001,145,0.004632691973,0.02,50000,0
4.021,146,0.004632691973,0.02,50000,0
4.041,147,0.004632691973,0.02,50000,0
4.061,148,0.004632691973,0.02,50000,0
4.081,149,0.004632691973,0.02,50000,0
4.101,150,0.004632691973,0.02,50000,0
4.121,151,0.004632691973,0.02,50000,0
4.141,152,0.004632691973,0.02,50000,0
4.161,153,0.004632691973,0.02,50000,0
4.181,154,0.004632691973,0.02,50000,0
4.201,155,0.004632691973,0.02,50000,0
4.221,156,0.004632691973,0.02,50000,0
4.241,157,0.004632691973,0.02,50000,0
4.261,158,0.004632691973,0.02,50000,0
4.281,159,0.004632691973,0.02,50000,0
