Time,Rx_ID,Rx_Delay,Rx_Gap,Inst_Tp,LossRate
1.214,1,0.004571190324,0,823.723,0
1.24,2,0.010571190324,0.026,38461.5,0
1.254,3,0.004571190324,0.014,50000,0
1.274,4,0.004571190324,0.02,50000,0
1.294,5,0.004571190324,0.02,50000,0
1.314,6,0.004571190324,0.02,50000,0
1.34,7,0.010571190324,0.026,38461.5,0
1.354,8,0.004571190324,0.014,50000,0
1.38,9,0.010571190324,0.026,45454.5,0
1.4,10,0.010571190324,0.02,46511.6,0
1.414,11,0.004571190324,0.014,50000,0
1.434,12,0.004571190324,0.02,50000,0
1.46,13,0.010571190324,0.026,43478.3,0
1.48,14,0.010571190324,0.02,45454.5,0
1.5,15,0.010571190324,0.02,46511.6,0
1.516,16,0.006571190324,0.016,49019.6,0
1.54,17,0.010571190324,0.024,41666.7,0
1.566,18,0.016571190324,0.026,40000,0
1.575,19,0.005571190324,0.009,50847.5,0
1.595,20,0.005571190324,0.02,50632.9,0
1.62,21,0.010571190324,0.025,48076.9,0
1.646,22,0.016571190324,0.026,38461.5,0
1.655,23,0.005571190324,0.009,57142.9,0
1.675,24,0.005571190324,0.02,54545.5,0
1.7,25,0.010571190324,0.025,50000,0
1.72,26,0.010571190324,0.02,50000,0
1.735,27,0.005571190324,0.015,66666.7,0
1.755,28,0.005571190324,0.02,57142.9,0
1.78,29,0.010571190324,0.025,50000,0
1.8,30,0.010571190324,0.02,50000,0
1.815,31,0.005571190324,0.015,52631.6,0
1.836,32,0.006571190324,0.021,51724.1,0
1.86,33,0.010571190324,0.024,41666.7,0
1.88,34,0.010571190324,0.02,45454.5,0
1.895,35,0.005571190324,0.015,50847.5,0
1.915,36,0.005571190324,0.02,50632.9,0
1.946,37,0.016571190324,0.031,45454.5,0
1.96,38,0.010571190324,0.014,71428.6,0
1.975,39,0.005571190324,0.015,68965.5,0
1.996,40,0.006571190324,0.021,60000,0
2.02,41,0.010571190324,0.024,54054.1,0
2.04,42,0.010571190324,0.02,53191.5,0
2.055,43,0.005571190324,0.015,55045.9,0
2.075,44,0.005571190324,0.02,50000,0
2.094,45,0.004571190324,0.019,51282.1,0
2.114,46,0.004571190324,0.02,50847.5,0
2.135,47,0.005571190324,0.021,50000,0
2.155,48,0.005571190324,0.02,50000,0
2.176,49,0.006571190324,0.021,47619,0
2.2,50,0.010571190324,0.024,44444.4,0
2.214,51,0.004571190324,0.014,50847.5,0
2.234,52,0.004571190324,0.02,50632.9,0
2.254,53,0.004571190324,0.02,50505.1,0
