Time,Rx_ID,Rx_Delay,Rx_Gap,Inst_Tp,LossRate
1.244,1,0.004768888798,0,803.859,0
1.264,2,0.004768888798,0.02,50000,0
1.284,3,0.004768888798,0.02,50000,0
1.304,4,0.004768888798,0.02,50000,0
1.324,5,0.004768888798,0.02,50000,0
1.344,6,0.004768888798,0.02,50000,0
1.364,7,0.004768888798,0.02,50000,0
1.384,8,0.004768888798,0.02,50000,0
1.404,9,0.004768888798,0.02,50000,0
1.424,10,0.004768888798,0.02,50000,0
1.444,11,0.004768888798,0.02,50000,0
1.464,12,0.004768888798,0.02,50000,0
1.484,13,0.004768888798,0.02,50000,0
1.504,14,0.004768888798,0.02,50000,0
1.524,15,0.004768888798,0.02,50000,0
1.544,16,0.004768888798,0.02,50000,0
1.564,17,0.004768888798,0.02,50000,0
1.584,18,0.004768888798,0.02,50000,0
1.604,19,0.004768888798,0.02,50000,0
1.624,20,0.004768888798,0.02,50000,0
1.644,21,0.004768888798,0.02,50000,0
1.664,22,0.004768888798,0.02,50000,0
1.684,23,0.004768888798,0.02,50000,0
1.704,24,0.004768888798,0.02,50000,0
1.724,25,0.004768888798,0.02,50000,0
1.744,26,0.004768888798,0.02,50000,0
1.764,27,0.004768888798,0.02,50000,0
1.784,28,0.004768888798,0.02,50000,0
1.804,29,0.004768888798,0.02,50000,0
1.824,30,0.004768888798,0.02,50000,0
1.844,31,0.004768888798,0.02,50000,0
1.864,32,0.004768888798,0.02,50000,0
1.884,33,0.004768888798,0.02,50000,0
1.904,34,0.004768888798,0.02,50000,0
1.924,35,0.004768888798,0.02,50000,0
1.944,36,0.004768888798,0.02,50000,0
1.964,37,0.004768888798,0.02,50000,0
1.984,38,0.004768888798,0.02,50000,0
2.004,39,0.004768888798,0.02,50000,0
2.024,40,0.004768888798,0.02,50000,0
2.044,41,0.004768888798,0.02,50000,0
2.064,42,0.004768888798,0.02,50000,0
2.084,43,0.004768888798,0.02,50000,0
2.104,44,0.004768888798,0.02,50000,0
2.124,45,0.004768888798,0.02,50000,0
2.144,46,0.004768888798,0.02,50000,0
2.164,47,0.004768888798,0.02,50000,0
2.184,48,0.004768888798,0.02,50000,0
2.204,49,0.004768888798,0.02,50000,0
2.224,50,0.004768888798,0.02,50000,0
2.244,51,0.004768888798,0.02,50000,0
2.264,52,0.004768888798,0.02,50000,0
2.284,53,0.004768888798,0.02,50000,0
2.304,54,0.004768888798,0.02,50000,0
2.324,55,0.004768888798,0.02,50000,0
2.344,56,0.004768888798,0.02,50000,0
2.364,57,0.004768888798,0.02,50000,0
2.384,58,0.004768888798,0.02,50000,0
2.404,59,0.004768888798,0.02,50000,0
2.424,60,0.004768888798,0.02,50000,0
2.444,61,0.004768888798,0.02,50000,0
2.464,62,0.004768888798,0.02,50000,0
2.484,63,0.004768888798,0.02,50000,0
2.504,64,0.004768888798,0.02,50000,0
2.524,65,0.004768888798,0.02,50000,0
2.544,66,0.004768888798,0.02,50000,0
2.564,67,0.004768888798,0.02,50000,0
2.584,68,0.004768888798,0.02,50000,0
2.604,69,0.004768888798,0.02,50000,0
2.624,70,0.004768888798,0.02,50000,0
2.644,71,0.004768888798,0.02,50000,0
2.664,72,0.004768888798,0.02,50000,0
2.684,73,0.004768888798,0.02,50000,0
2.704,74,0.004768888798,0.02,50000,0
2.724,75,0.004768888798,0.02,50000,0
2.744,76,0.004768888798,0.02,50000,0
2.764,77,0.004768888798,0.02,50000,0
2.784,78,0.004768888798,0.02,50000,0
2.804,79,0.004768888798,0.02,50000,0
2.824,80,0.004768888798,0.02,50000,0
2.844,81,0.004768888798,0.02,50000,0
2.864,82,0.004768888798,0.02,50000,0
2.884,83,0.004768888798,0.02,50000,0
